"No.","Time","Source","Destination","Protocol","Length","Info"
"4294","25.989760","192.168.68.54","172.217.18.99","TCP","54","55938  >  443 [ACK] Seq=2733 Ack=21046 Win=262400 Len=0"
"4295","25.998646","172.217.18.99","192.168.68.54","TLSv1.3","1466","Application Data"
"4296","25.998646","172.217.18.99","192.168.68.54","TLSv1.3","578","Application Data, Application Data"
"4297","25.998646","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2096057 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4298","25.998646","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2097469 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4299","25.998646","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2098881 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4300","25.998646","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2100293 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4301","25.998646","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2101705 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4302","25.998646","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2103117 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4303","25.998646","142.250.184.238","192.168.68.54","TLSv1.3","549","Application Data"
"4304","25.998646","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2105024 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4305","25.998646","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2106436 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4306","25.998646","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2107848 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4307","25.998646","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2109260 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4308","25.998646","142.250.184.238","192.168.68.54","TLSv1.3","307","Application Data"
"4309","25.998646","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2110925 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4310","25.998646","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2112337 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4311","25.998646","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2113749 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4312","25.998646","142.250.184.238","192.168.68.54","TLSv1.3","1160","Application Data"
"4313","25.998646","142.250.184.238","192.168.68.54","TLSv1.3","166","Application Data"
"4314","25.998646","142.250.184.238","192.168.68.54","TLSv1.3","98","Application Data"
"4315","25.999550","192.168.68.54","172.217.18.99","TLSv1.3","93","Application Data"
"4316","25.999616","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=18679 Ack=2116423 Win=1050368 Len=0"
"4317","26.001661","142.250.184.238","192.168.68.54","TLSv1.3","258","Application Data"
"4318","26.001661","142.250.184.238","192.168.68.54","TLSv1.3","180","Application Data"
"4319","26.001661","142.250.184.238","192.168.68.54","TLSv1.3","98","Application Data"
"4320","26.001661","142.250.184.238","192.168.68.54","TLSv1.3","237","Application Data"
"4321","26.001980","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=18679 Ack=2116980 Win=1049856 Len=0"
"4322","26.005044","142.250.184.238","192.168.68.54","TLSv1.3","160","Application Data"
"4323","26.005044","142.250.184.238","192.168.68.54","TLSv1.3","98","Application Data"
"4324","26.005044","142.250.184.238","192.168.68.54","TLSv1.3","218","Application Data"
"4325","26.005044","142.250.184.238","192.168.68.54","TLSv1.3","167","Application Data"
"4326","26.005044","142.250.184.238","192.168.68.54","TLSv1.3","153","Application Data"
"4327","26.005044","142.250.184.238","192.168.68.54","TLSv1.3","561","Application Data"
"4328","26.005349","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=18679 Ack=2118013 Win=1050368 Len=0"
"4329","26.009757","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2118013 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4330","26.009757","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2119425 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4331","26.009757","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2120837 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4332","26.009757","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2122249 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4333","26.009757","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2123661 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4334","26.009757","142.250.184.238","192.168.68.54","TLSv1.3","478","Application Data"
"4335","26.009757","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2125497 Ack=18679 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4336","26.009757","142.250.184.238","192.168.68.54","TLSv1.3","189","Application Data"
"4337","26.010236","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=18679 Ack=2127044 Win=1050368 Len=0"
"4338","26.041282","172.217.18.99","192.168.68.54","TCP","54","443  >  55938 [ACK] Seq=22982 Ack=2772 Win=74240 Len=0"
"4339","26.198182","192.168.68.54","40.113.110.67","TLSv1.2","98","Application Data"
"4340","26.243089","40.113.110.67","192.168.68.54","TLSv1.2","229","Application Data"
"4341","26.249897","192.168.68.54","142.250.184.238","TLSv1.3","89","Application Data"
"4342","26.250820","192.168.68.54","142.250.184.238","TLSv1.3","89","Application Data"
"4343","26.250956","192.168.68.54","142.250.184.238","TLSv1.3","89","Application Data"
"4344","26.251050","192.168.68.54","142.250.184.238","TLSv1.3","89","Application Data"
"4345","26.275406","192.168.68.54","216.58.206.54","TLSv1.3","125","Application Data"
"4346","26.284185","142.250.184.238","192.168.68.54","TCP","54","443  >  55934 [ACK] Seq=2127044 Ack=18749 Win=125184 Len=0"
"4347","26.284185","142.250.184.238","192.168.68.54","TCP","54","443  >  55934 [ACK] Seq=2127044 Ack=18819 Win=125184 Len=0"
"4348","26.287965","192.168.68.54","142.250.184.238","TLSv1.3","2271","Application Data"
"4349","26.288412","192.168.68.54","40.113.110.67","TCP","54","52139  >  443 [ACK] Seq=45 Ack=176 Win=1022 Len=0"
"4350","26.310420","216.58.206.54","192.168.68.54","TLSv1.3","131","Application Data"
"4351","26.311074","192.168.68.54","216.58.206.54","TLSv1.3","93","Application Data"
"4352","26.324521","142.250.184.238","192.168.68.54","TCP","54","443  >  55934 [ACK] Seq=2127044 Ack=21036 Win=125184 Len=0"
"4353","26.327853","142.250.184.238","192.168.68.54","TLSv1.3","157","Application Data"
"4354","26.327853","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2127147 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4355","26.327853","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2128559 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4356","26.327853","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2129971 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4357","26.327853","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2131383 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4358","26.327853","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2132795 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4359","26.327853","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2134207 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4360","26.327853","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2135619 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4361","26.327853","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2137031 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4362","26.327853","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2138443 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4363","26.327853","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2139855 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4364","26.327853","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2141267 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4365","26.327853","142.250.184.238","192.168.68.54","TLSv1.3","928","Application Data"
"4366","26.327853","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2143553 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4367","26.327853","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2144965 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4368","26.327853","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2146377 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4369","26.327853","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2147789 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4370","26.328756","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=21036 Ack=2149201 Win=1050368 Len=0"
"4371","26.329277","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2149201 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4372","26.329277","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2150613 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4373","26.329277","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2152025 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4374","26.329277","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2153437 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4375","26.329277","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2154849 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4376","26.329277","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2156261 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4377","26.330009","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=21036 Ack=2157673 Win=1050368 Len=0"
"4378","26.330221","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2157673 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4379","26.330221","142.250.184.238","192.168.68.54","TLSv1.3","928","Application Data"
"4380","26.330221","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"4381","26.330221","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2161371 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4382","26.330221","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2162783 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4383","26.330221","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2164195 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4384","26.330640","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=21036 Ack=2165607 Win=1050368 Len=0"
"4385","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2165607 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4386","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2167019 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4387","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2168431 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4388","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2169843 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4389","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2171255 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4390","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2172667 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4391","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2174079 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4392","26.335857","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"4393","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2176903 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4394","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2178315 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4395","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [PSH, ACK] Seq=2179727 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4396","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2181139 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4397","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2182551 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4398","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2183963 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4399","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2185375 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4400","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2186787 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4401","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2188199 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4402","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2189611 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4403","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2191023 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4404","26.335857","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data, Application Data"
"4405","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2193847 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4406","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2195259 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4407","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2196671 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4408","26.335857","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2198083 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4409","26.336819","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=21036 Ack=2199495 Win=1050368 Len=0"
"4410","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2199495 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4411","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [PSH, ACK] Seq=2200907 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4412","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2202319 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4413","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2203731 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4414","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2205143 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4415","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2206555 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4416","26.341077","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"4417","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2209379 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4418","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2210791 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4419","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2212203 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4420","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2213615 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4421","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2215027 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4422","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2216439 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4423","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2217851 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4424","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2219263 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4425","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2220675 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4426","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [PSH, ACK] Seq=2222087 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4427","26.341077","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2223499 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4428","26.341077","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data, Application Data"
"4429","26.342310","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=21036 Ack=2226323 Win=1050368 Len=0"
"4430","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2226323 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4431","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2227735 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4432","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2229147 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4433","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2230559 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4434","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2231971 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4435","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2233383 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4436","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2234795 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4437","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2236207 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4438","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2237619 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4439","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2239031 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4440","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2240443 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4441","26.345019","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"4442","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [PSH, ACK] Seq=2243267 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4443","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2244679 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4444","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2246091 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4445","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2247503 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4446","26.345019","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2248915 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4447","26.345675","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=21036 Ack=2250327 Win=1050368 Len=0"
"4448","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2250327 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4449","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2251739 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4450","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2253151 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4451","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2254563 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4452","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2255975 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4453","26.349746","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data, Application Data"
"4454","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2258799 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4455","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2260211 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4456","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2261623 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4457","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2263035 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4458","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [PSH, ACK] Seq=2264447 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4459","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2265859 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4460","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2267271 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4461","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2268683 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4462","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2270095 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4463","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2271507 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4464","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2272919 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4465","26.349746","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"4466","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2275743 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4467","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2277155 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4468","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2278567 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4469","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2279979 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4470","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2281391 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4471","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2282803 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4472","26.349746","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2284215 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4473","26.350785","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=21036 Ack=2285627 Win=1050368 Len=0"
"4474","26.360364","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [PSH, ACK] Seq=2285627 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
"4475","26.360364","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=2287039 Ack=21036 Win=125184 Len=1412 [TCP segment of a reassembled PDU]"
